consumption,meter_id,reading_date_time
22.214,8718,2018-12-01 02:00
22.384,8718,2018-12-06 03:00
33.321,8718,2018-12-01 00:30
33.491,8718,2018-12-10 00:30
33.491,8718,2018-12-10 01:30
33.491,8718,2018-12-10 02:00
33.491,8718,2018-12-25 02:00
33.491,8718,2018-12-29 00:30
33.577,8718,2018-12-10 23:30
33.577,8718,2018-12-11 02:00
33.577,8718,2018-12-11 02:30
33.577,8718,2018-12-27 00:00
33.577,8718,2018-12-27 02:00
33.832,8718,2018-12-08 23:30
33.832,8718,2018-12-09 01:30
44.428,8718,2018-12-01 04:00
44.655,8718,2018-12-09 23:00
44.655,8718,2018-12-21 00:00
44.655,8718,2018-12-21 02:00
44.655,8718,2018-12-30 22:00
44.655,8718,2018-12-30 23:00
44.655,8718,2018-12-31 00:30
44.655,8718,2018-12-31 01:30
44.655,8718,2018-12-31 03:00
44.769,8718,2018-12-06 00:00
44.769,8718,2018-12-06 01:00
44.769,8718,2018-12-06 04:30
44.769,8718,2018-12-11 01:30
44.769,8718,2018-12-19 00:30
44.769,8718,2018-12-19 01:00
44.769,8718,2018-12-19 01:30
44.769,8718,2018-12-27 00:30
44.769,8718,2018-12-27 01:30
44.769,8718,2018-12-27 03:00
44.769,8718,2018-12-27 03:30
45.11,8718,2018-12-09 00:00
45.11,8718,2018-12-09 02:00
45.11,8718,2018-12-09 02:30
45.11,8718,2018-12-09 04:00
45.11,8718,2018-12-09 05:00
45.223,8718,2018-12-16 23:30
45.223,8718,2018-12-17 01:00
45.223,8718,2018-12-17 02:00
45.223,8718,2018-12-17 03:00
55.393,8718,2018-12-02 23:30
55.393,8718,2018-12-03 00:30
55.393,8718,2018-12-03 02:30
55.677,8718,2018-12-31 23:00
55.819,8718,2018-12-10 01:00
55.819,8718,2018-12-10 03:30
55.819,8718,2018-12-21 00:30
55.819,8718,2018-12-21 01:00
55.819,8718,2018-12-21 01:30
55.819,8718,2018-12-21 03:30
55.819,8718,2018-12-25 00:00
55.819,8718,2018-12-29 01:00
55.819,8718,2018-12-29 03:00
55.819,8718,2018-12-29 03:30
55.819,8718,2018-12-31 01:00
55.961,8718,2018-12-05 22:00
55.961,8718,2018-12-05 23:30
55.961,8718,2018-12-06 01:30
55.961,8718,2018-12-06 03:30
55.961,8718,2018-12-06 04:00
55.961,8718,2018-12-10 23:00
55.961,8718,2018-12-11 01:00
55.961,8718,2018-12-11 03:00
55.961,8718,2018-12-11 03:30
55.961,8718,2018-12-14 01:00
55.961,8718,2018-12-14 02:00
55.961,8718,2018-12-19 03:30
55.961,8718,2018-12-19 04:00
55.961,8718,2018-12-26 22:30
55.961,8718,2018-12-27 01:00
55.961,8718,2018-12-27 02:30
56.387,8718,2018-12-09 01:00
56.529,8718,2018-12-16 23:00
56.529,8718,2018-12-17 01:30
56.529,8718,2018-12-17 02:30
56.529,8718,2018-12-17 03:30
66.472,8718,2018-12-03 00:00
66.472,8718,2018-12-03 02:00
66.472,8718,2018-12-03 03:00
66.472,8718,2018-12-03 03:30
66.472,8718,2018-12-04 00:00
66.472,8718,2018-12-04 01:30
66.472,8718,2018-12-04 02:00
66.472,8718,2018-12-04 02:30
66.642,8718,2018-12-01 00:00
66.642,8718,2018-12-01 01:30
66.642,8718,2018-12-01 02:30
66.642,8718,2018-12-01 03:30
66.642,8718,2018-12-01 04:30
66.642,8718,2018-12-01 05:00
66.642,8718,2018-12-02 01:30
66.642,8718,2018-12-02 02:00
66.642,8718,2018-12-02 03:30
66.642,8718,2018-12-05 00:30
66.642,8718,2018-12-05 02:30
66.812,8718,2018-12-21 23:00
66.812,8718,2018-12-31 21:30
66.983,8718,2018-12-09 06:00
66.983,8718,2018-12-10 00:00
66.983,8718,2018-12-10 02:30
66.983,8718,2018-12-10 03:00
66.983,8718,2018-12-10 04:00
66.983,8718,2018-12-10 04:30
66.983,8718,2018-12-20 22:30
66.983,8718,2018-12-21 02:30
66.983,8718,2018-12-21 04:00
66.983,8718,2018-12-24 23:30
66.983,8718,2018-12-25 00:30
66.983,8718,2018-12-25 01:30
66.983,8718,2018-12-25 02:30
66.983,8718,2018-12-25 03:00
66.983,8718,2018-12-25 03:30
66.983,8718,2018-12-28 23:00
66.983,8718,2018-12-29 01:30
66.983,8718,2018-12-29 02:30
66.983,8718,2018-12-29 04:00
66.983,8718,2018-12-29 05:30
66.983,8718,2018-12-30 22:30
66.983,8718,2018-12-31 00:00
66.983,8718,2018-12-31 02:30
66.983,8718,2018-12-31 03:30
66.983,8718,2018-12-31 04:30
67.153,8718,2018-12-06 05:00
67.153,8718,2018-12-06 14:00
67.153,8718,2018-12-07 01:30
67.153,8718,2018-12-11 00:00
67.153,8718,2018-12-11 00:30
67.153,8718,2018-12-11 04:30
67.153,8718,2018-12-13 23:30
67.153,8718,2018-12-14 01:30
67.153,8718,2018-12-14 02:30
67.153,8718,2018-12-14 03:00
67.153,8718,2018-12-18 22:00
67.153,8718,2018-12-18 22:30
67.153,8718,2018-12-18 23:00
67.153,8718,2018-12-19 00:00
67.153,8718,2018-12-19 02:00
67.153,8718,2018-12-19 03:00
67.153,8718,2018-12-23 02:00
67.153,8718,2018-12-26 02:00
67.153,8718,2018-12-26 02:30
67.153,8718,2018-12-26 20:30
67.153,8718,2018-12-26 22:00
67.153,8718,2018-12-27 06:00
67.153,8718,2018-12-29 23:00
67.153,8718,2018-12-29 23:30
67.153,8718,2018-12-30 01:30
67.153,8718,2018-12-30 03:30
67.324,8718,2018-12-15 03:00
67.494,8718,2018-12-08 02:30
67.494,8718,2018-12-08 03:00
67.494,8718,2018-12-08 03:30
67.494,8718,2018-12-08 04:30
67.494,8718,2018-12-12 22:30
67.494,8718,2018-12-12 23:00
67.494,8718,2018-12-13 00:30
67.494,8718,2018-12-13 02:00
67.494,8718,2018-12-13 02:30
67.494,8718,2018-12-13 03:00
67.494,8718,2018-12-13 03:30
67.665,8718,2018-12-09 00:30
67.665,8718,2018-12-09 03:00
67.665,8718,2018-12-09 03:30
67.665,8718,2018-12-09 04:30
67.665,8718,2018-12-09 05:30
67.835,8718,2018-12-16 21:30
68.176,8718,2018-12-18 05:00
77.55,8718,2018-12-03 05:00
77.55,8718,2018-12-03 06:00
77.55,8718,2018-12-03 23:30
77.55,8718,2018-12-04 05:00
77.749,8718,2018-12-01 03:00
77.749,8718,2018-12-01 05:30
77.749,8718,2018-12-02 01:00
77.749,8718,2018-12-02 04:30
77.749,8718,2018-12-05 00:00
77.948,8718,2018-12-20 00:30
77.948,8718,2018-12-20 01:00
77.948,8718,2018-12-20 01:30
77.948,8718,2018-12-20 02:00
77.948,8718,2018-12-22 00:30
77.948,8718,2018-12-22 01:00
77.948,8718,2018-12-22 03:00
77.948,8718,2018-12-31 06:30
77.948,8718,2018-12-31 23:30
78.147,8718,2018-12-10 05:00
78.147,8718,2018-12-12 01:30
78.147,8718,2018-12-21 04:30
78.147,8718,2018-12-24 01:00
78.147,8718,2018-12-24 02:00
78.147,8718,2018-12-24 02:30
78.147,8718,2018-12-28 22:30
78.147,8718,2018-12-29 04:30
78.147,8718,2018-12-31 04:00
78.147,8718,2018-12-31 05:00
78.147,8718,2018-12-31 05:30
78.346,8718,2018-12-06 02:00
78.346,8718,2018-12-06 05:30
78.346,8718,2018-12-06 12:30
78.346,8718,2018-12-06 23:00
78.346,8718,2018-12-07 01:00
78.346,8718,2018-12-07 02:00
78.346,8718,2018-12-07 02:30
78.346,8718,2018-12-07 03:00
78.346,8718,2018-12-11 05:00
78.346,8718,2018-12-18 06:00
78.346,8718,2018-12-22 23:00
78.346,8718,2018-12-23 00:30
78.346,8718,2018-12-26 00:00
78.346,8718,2018-12-26 03:30
78.346,8718,2018-12-26 04:30
78.346,8718,2018-12-26 12:00
78.346,8718,2018-12-26 13:30
78.346,8718,2018-12-26 19:00
78.346,8718,2018-12-26 23:00
78.346,8718,2018-12-27 04:30
78.346,8718,2018-12-27 05:00
78.346,8718,2018-12-27 05:30
78.346,8718,2018-12-27 23:00
78.346,8718,2018-12-28 00:30
78.346,8718,2018-12-28 01:00
78.346,8718,2018-12-28 01:30
78.346,8718,2018-12-29 06:30
78.346,8718,2018-12-30 01:00
78.346,8718,2018-12-30 02:00
78.544,8718,2018-12-15 01:30
78.743,8718,2018-12-07 23:00
78.743,8718,2018-12-08 00:30
78.743,8718,2018-12-08 01:00
78.743,8718,2018-12-08 04:00
78.743,8718,2018-12-08 05:00
78.743,8718,2018-12-13 01:00
78.743,8718,2018-12-16 00:00
78.743,8718,2018-12-16 02:00
78.743,8718,2018-12-16 03:00
78.942,8718,2018-12-08 23:00
79.141,8718,2018-12-17 00:00
79.141,8718,2018-12-17 04:00
79.539,8718,2018-12-18 00:30
79.539,8718,2018-12-18 01:00
79.539,8718,2018-12-18 03:00
88.629,8718,2018-12-02 23:00
88.629,8718,2018-12-03 01:30
88.629,8718,2018-12-03 04:30
88.629,8718,2018-12-03 22:00
88.629,8718,2018-12-04 04:30
88.856,8718,2018-12-01 23:30
88.856,8718,2018-12-02 00:00
88.856,8718,2018-12-02 00:30
88.856,8718,2018-12-02 04:00
88.856,8718,2018-12-05 01:00
88.856,8718,2018-12-05 03:00
89.083,8718,2018-12-19 22:30
89.083,8718,2018-12-20 02:30
89.083,8718,2018-12-31 06:00
89.311,8718,2018-12-12 02:00
89.311,8718,2018-12-12 02:30
89.311,8718,2018-12-12 03:00
89.311,8718,2018-12-12 03:30
89.311,8718,2018-12-20 22:00
89.311,8718,2018-12-23 23:30
89.311,8718,2018-12-24 00:30
89.311,8718,2018-12-24 01:30
89.311,8718,2018-12-24 03:00
89.311,8718,2018-12-24 22:00
89.311,8718,2018-12-24 23:00
89.311,8718,2018-12-25 01:00
89.311,8718,2018-12-25 04:30
89.311,8718,2018-12-29 02:00
89.311,8718,2018-12-30 20:00
89.311,8718,2018-12-30 21:30
89.538,8718,2018-12-05 23:00
89.538,8718,2018-12-06 00:30
89.538,8718,2018-12-06 09:30
89.538,8718,2018-12-06 11:00
89.538,8718,2018-12-06 23:30
89.538,8718,2018-12-07 03:30
89.538,8718,2018-12-07 04:30
89.538,8718,2018-12-13 22:00
89.538,8718,2018-12-14 03:30
89.538,8718,2018-12-14 04:00
89.538,8718,2018-12-18 10:00
89.538,8718,2018-12-18 13:00
89.538,8718,2018-12-19 02:30
89.538,8718,2018-12-19 04:30
89.538,8718,2018-12-23 02:30
89.538,8718,2018-12-23 03:00
89.538,8718,2018-12-26 00:30
89.538,8718,2018-12-26 03:00
89.538,8718,2018-12-26 06:00
89.538,8718,2018-12-26 21:30
89.538,8718,2018-12-28 02:00
89.538,8718,2018-12-28 02:30
89.538,8718,2018-12-28 03:30
89.538,8718,2018-12-28 04:00
89.538,8718,2018-12-30 04:00
89.765,8718,2018-12-14 06:00
89.765,8718,2018-12-14 23:00
89.765,8718,2018-12-15 01:00
89.992,8718,2018-12-08 00:00
89.992,8718,2018-12-12 23:30
89.992,8718,2018-12-13 00:00
89.992,8718,2018-12-16 02:30
89.992,8718,2018-12-16 03:30
90.22,8718,2018-12-08 13:30
90.22,8718,2018-12-08 22:00
90.447,8718,2018-12-17 04:30
90.901,8718,2018-12-18 03:30
99.707,8718,2018-12-02 21:00
99.707,8718,2018-12-03 01:00
99.707,8718,2018-12-03 04:00
99.707,8718,2018-12-03 23:00
99.707,8718,2018-12-04 00:30
99.707,8718,2018-12-04 01:00
99.707,8718,2018-12-04 03:30
99.707,8718,2018-12-04 04:00
99.963,8718,2018-12-01 01:00
99.963,8718,2018-12-01 23:00
99.963,8718,2018-12-02 03:00
99.963,8718,2018-12-04 22:30
99.963,8718,2018-12-05 01:30
99.963,8718,2018-12-05 04:30
100.219,8718,2018-12-19 23:00
100.219,8718,2018-12-20 03:00
100.219,8718,2018-12-20 04:30
100.219,8718,2018-12-20 05:00
100.219,8718,2018-12-22 01:30
100.219,8718,2018-12-22 03:30
100.219,8718,2018-12-31 21:00
100.474,8718,2018-12-09 06:30
100.474,8718,2018-12-09 07:30
100.474,8718,2018-12-09 21:30
100.474,8718,2018-12-09 23:30
100.474,8718,2018-12-11 23:30
100.474,8718,2018-12-12 00:00
100.474,8718,2018-12-20 06:00
100.474,8718,2018-12-20 06:30
100.474,8718,2018-12-20 09:30
100.474,8718,2018-12-20 21:00
100.474,8718,2018-12-20 23:30
100.474,8718,2018-12-23 23:00
100.474,8718,2018-12-24 03:30
100.474,8718,2018-12-28 13:00
100.474,8718,2018-12-28 14:30
100.474,8718,2018-12-29 05:00
100.474,8718,2018-12-30 13:00
100.474,8718,2018-12-30 20:30
100.474,8718,2018-12-30 23:30
100.474,8718,2018-12-31 02:00
100.73,8718,2018-12-05 22:30
100.73,8718,2018-12-06 09:00
100.73,8718,2018-12-06 14:30
100.73,8718,2018-12-07 05:30
100.73,8718,2018-12-10 06:00
100.73,8718,2018-12-11 05:30
100.73,8718,2018-12-13 23:00
100.73,8718,2018-12-14 00:00
100.73,8718,2018-12-14 00:30
100.73,8718,2018-12-14 04:30
100.73,8718,2018-12-22 06:30
100.73,8718,2018-12-23 00:00
100.73,8718,2018-12-23 01:30
100.73,8718,2018-12-23 03:30
100.73,8718,2018-12-25 06:30
100.73,8718,2018-12-25 21:00
100.73,8718,2018-12-25 22:30
100.73,8718,2018-12-25 23:30
100.73,8718,2018-12-26 04:00
100.73,8718,2018-12-26 06:30
100.73,8718,2018-12-26 10:30
100.73,8718,2018-12-26 20:00
100.73,8718,2018-12-26 21:00
100.73,8718,2018-12-27 13:30
100.73,8718,2018-12-27 22:30
100.73,8718,2018-12-28 05:00
100.73,8718,2018-12-29 06:00
100.73,8718,2018-12-30 04:30
100.73,8718,2018-12-30 05:00
100.73,8718,2018-12-30 05:30
100.986,8718,2018-12-15 00:30
100.986,8718,2018-12-15 03:30
101.241,8718,2018-12-08 05:30
101.241,8718,2018-12-13 01:30
101.241,8718,2018-12-13 05:30
101.241,8718,2018-12-16 00:30
101.241,8718,2018-12-16 01:30
101.497,8718,2018-12-08 06:00
101.497,8718,2018-12-08 20:30
101.753,8718,2018-12-16 22:00
102.264,8718,2018-12-18 01:30
102.264,8718,2018-12-18 02:00
102.264,8718,2018-12-18 02:30
102.264,8718,2018-12-18 05:30
110.786,8718,2018-12-04 05:30
111.07,8718,2018-12-01 22:30
111.07,8718,2018-12-02 05:30
111.07,8718,2018-12-05 02:00
111.354,8718,2018-12-20 03:30
111.354,8718,2018-12-20 04:00
111.354,8718,2018-12-31 18:30
111.354,8718,2018-12-31 22:00
111.354,8718,2018-12-31 22:30
111.638,8718,2018-12-09 22:30
111.638,8718,2018-12-11 14:00
111.638,8718,2018-12-20 08:00
111.638,8718,2018-12-20 23:00
111.638,8718,2018-12-21 03:00
